Material counts for Quest Type:
TotalQuests: 2000

Quest Type: FISH_ITEM
- COD                  count: 21           30,00 %    (25,45% expected)
 + 16 Cooked Porkchop

Mine 48 Copper Ore (⭐)
 + 1 Diamond

Chop 64 Oak Logs (⭐⭐)
 + 1 Chainmail Leggings: Fire Protection I

Kill 80 Creepers (⭐⭐⭐⭐)
 + 1 Iron Shovel: Mending

Run 15km (⭐⭐⭐⭐⭐)
 + 1 Diamond Chestplate: Fire Protection III
 + 1 Enchanted Book: Infinity

Mine 96 Coal Ore (⭐)
 + 8 Quartz

Find a Shipwreck (⭐⭐⭐)
 + 3 Ancient Debris

Harvest 48 Nether Warts (⭐⭐⭐⭐)
 + 48 Gold Ingot
 + 48 Cooked Chicken

Mine 144 Iron Ore (⭐⭐)
 + 4 Blaze Rod

Harvest 32 Pumpkins (⭐⭐)
 + 2 Diamond

Mine 128 Coal Ore (⭐⭐)
 + 48 Coal

Mine 4 Diamond Ore (⭐⭐)
 + 6 Splash Potion: Water Breathing +

Mine 56 Gold Ore (⭐⭐)
 + 1 Iron Sword: Fire Aspect I

Chop 32 Spruce Logs (⭐)
 + 1 Iron Pickaxe
 + 1 Iron Axe
 + 1 Iron Sword
 + 1 Iron Shovel

Mine 80 Iron Ore (⭐⭐)
 + 1 Iron Axe: Sharpness I

Enchant a Diamond Sword with Bane Of Arthropods I+ (⭐⭐)
 + 3 Splash Potion: Slow Falling +

Chop 160 Logs (⭐⭐)
 + 1 Iron Pickaxe: Efficiency I

Chop 224 Logs (⭐⭐)
 + 3 Splash Potion: Night Vision +

Kill 110 Drowned (⭐⭐⭐⭐)
 + 2 Wither Skeleton Skull

Kill 100 Creepers (⭐⭐⭐⭐)
 + 96 Arrow
 + 1 Bow: Unbreaking III
 + 6 Splash Potion: Strength

Fish 20 Cod (⭐⭐)
 + 1 Enchanted Book: Protection IV

Kill 12 Squids (⭐⭐)
 + 1 Enchanted Book: Sweeping II

Mine 12 Diamond Ore (⭐⭐⭐)
 + 1 Enchanted Book: Fire Aspect II

Kill 28 Endermen (⭐⭐⭐⭐⭐)
 + 1 Netherite Sword: Bane Of Arthropods III
 + 192 Arrow

Kill 10 Chickens (⭐)
 + 1 Iron Chestplate

Harvest 28 Pumpkins (⭐⭐)
 + 32 Arrow

Mine 16 Nether Gold Ore (⭐⭐)
 + 1 Iron Helmet: Respiration II

Chop 96 Logs (⭐)
 + 12 Iron Ingot

Chop 64 Logs (⭐)
 + 8 Cooked Beef

Harvest 80 Carrots (⭐⭐)
 + 1 Diamond

Mine 32 Nether Gold Ore (⭐⭐⭐)
 + 6 Potion: Strength +
 + 1 Iron Pickaxe: Efficiency I

Mine 96 Iron Ore (⭐⭐)
 + 1 Music Disc Ward

Kill 70 Drowned (⭐⭐⭐⭐)
 + 8 Diamond

Harvest 16 Brown Mushrooms (⭐⭐)
 + 1 Diamond
 + 1 Iron Leggings

Kill 70 Zombies (⭐⭐⭐)
 + 1 Diamond Sword: Sharpness II

Enchant 3 Books (⭐)
 + 5 Potion: Speed II

Fish 12 Cod (⭐)
 + 2 Splash Potion: Jump Boost II

Level up 15 times (⭐⭐)
 + 28 Gold Ingot

Trade with a Butcher 14 times (⭐⭐⭐⭐)
 + 160 Arrow

Mine 32 Lapis Ore (⭐⭐⭐)
 + 1 Enchanted Book: Power V
 + 6 Splash Potion: Slow Falling +

Harvest 16 Wheat (⭐)
 + 1 Iron Axe

Catch 20 fish (⭐⭐)
 + 32 Iron Ingot

Mine 80 Iron Ore (⭐⭐)
 + 1 Enchanted Book: Blast Protection I

Trade with a Villager 6 times (⭐⭐)
 + 40 Cooked Beef

Mine 96 Coal Ore (⭐)
 + 8 Quartz
 + 1 Iron Boots

Enchant 2 Books (⭐)
 + 8 Flint

Mine 144 Iron Ore (⭐⭐)
 + 1 Iron Sword: Unbreaking II

Harvest 8 Chorus Flowers (⭐⭐⭐⭐)
 + 1 Diamond Helmet: Fire Protection IV

Chop 32 Logs (⭐)
 + 1 Emerald
 + 4 Cooked Chicken

Mine 112 Coal Ore (⭐⭐)
 + 20 Iron Ingot

Chop 128 Logs (⭐)
 + 2 Glow Ink Sac

Kill 90 Drowned (⭐⭐⭐⭐)
 + 96 Iron Ingot
 + 1 Enchanted Book: Punch II

Trade with a Cleric 10 times (⭐⭐⭐⭐)
 + 1 Netherite Axe: Unbreaking II

Harvest 48 Bamboo (⭐⭐⭐)
 + 8 Slime Ball

Chop 96 Birch Logs (⭐⭐)
 + 6 Splash Potion: Instant Health

Chop 32 Birch Logs (⭐)
 + 1 Chainmail Leggings
 + 1 Iron Pickaxe

Kill 70 Drowned (⭐⭐⭐⭐)
 + 1 Enchanted Book: Feather Falling IV
 + 3 Potion: Night Vision

Mine 112 Iron Ore (⭐⭐)
 + 24 Flint

Kill 10 Cows (⭐)
 + 6 Honey Bottle
 + 1 Iron Sword

Chop 96 Logs (⭐)
 + 1 Crossbow
 + 1 Iron Pickaxe
 + 1 Iron Hoe

Drive 700m in a Minecart (⭐⭐⭐⭐)
 + 1 Diamond Chestplate: Mending

Kill 100 Zombies (⭐⭐⭐)
 + 1 Enchanted Book: Blast Protection IV
 + 1 Diamond Sword

Kill 60 Spiders (⭐⭐⭐)
 + 36 Golden Carrot

Mine 40 Gold Ore (⭐⭐)
 + 1 Chainmail Boots: Soul Speed II

Harvest 48 Sugar Cane (⭐⭐)
 + 1 Diamond

Harvest 32 Cacti (⭐⭐)
 + 1 Diamond

Chop 64 Spruce Logs (⭐⭐)
 + 1 Diamond Shovel

Kill 50 Pigs (⭐⭐)
 + 1 Iron Boots: Unbreaking II

Mine 16 Nether Gold Ore (⭐⭐)
 + 6 Splash Potion: Jump Boost II

Mine 64 Nether Gold Ore (⭐⭐⭐)
 + 1 Enchanted Book: Quick Charge III
 + 6 Splash Potion: Instant Health II

Kill 40 Zombies (⭐⭐)
 + 1 Chainmail Boots: Feather Falling III

Kill 30 Cows (⭐⭐)
 + 32 Arrow
 + 1 Iron Chestplate
 + 1 Iron Axe
 + 1 Iron Sword

Harvest 16 Sugar Cane (⭐)
 + 1 Iron Axe
 + 1 Iron Sword

Kill 40 Pigs (⭐⭐)
 + 1 Diamond Shovel: Efficiency I

Enchant 7 Books (⭐⭐)
 + 1 Chainmail Helmet: Protection II

Kill 50 Cows (⭐⭐)
 + 32 Arrow

Mine 48 Redstone Ore (⭐⭐⭐)
 + 1 Splash Potion: Luck
 + 1 Chainmail Leggings: Blast Protection I

Harvest 48 Carrots (⭐)
 + 8 Flint

Find an Ocean Ruin (⭐⭐⭐)
 + 1 Enchanted Book: Silk Touch

Fish 3 items (⭐⭐)
 + 1 Bow: Power IV

Harvest 112 Kelp (⭐)
 + 8 Quartz
 + 1 Iron Chestplate
 + 1 Iron Shovel

Level up 15 times (⭐⭐)
 + 1 Iron Pickaxe: Efficiency III

Mine 224 Coal Ore (⭐⭐)
 + 40 Iron Ingot

Kill 1 Ghast (⭐⭐⭐)
 + 1 Diamond Shovel: Efficiency II

Catch 12 fish (⭐)
 + 1 Emerald
 + 1 Iron Boots

Catch 4 fish (⭐)
 + 4 Gold Ingot

Catch 4 fish (⭐)
 + 1 Iron Helmet

Chop 32 Dark Oak Logs (⭐)
 + 1 Enchanted Book: Lure I

Mine 40 Gold Ore (⭐⭐)
 + 32 Iron Ingot

Harvest 96 Sugar Cane (⭐⭐)
 + 1 Enchanted Book: Unbreaking II

Mine 128 Coal Ore (⭐⭐)
 + 4 Slime Ball

Mine 64 Iron Ore (⭐⭐)
 + 1 Diamond

Harvest 112 Sugar Cane (⭐⭐)
 + 1 Iron Axe: Efficiency III

Mine 80 Iron Ore (⭐⭐)
 + 1 Music Disc Stal

Kill 50 Cows (⭐⭐)
 + 28 Golden Carrot

Harvest 16 Sugar Cane (⭐)
 + 1 Iron Pickaxe
 + 1 Iron Sword

Chop 32 Logs (⭐)
 + 4 Iron Ingot
 + 1 Iron Sword

Kill 50 Sheep (⭐⭐)
 + 6 Splash Potion: Speed II

Enchant 5 Books (⭐⭐)
 + 1 Iron Pickaxe: Efficiency III

Enchant 6 Books (⭐⭐)
 + 32 Arrow

Chop 96 Logs (⭐)
 + 8 Flint

Chop 96 Logs (⭐)
 + 1 Crossbow
 + 1 Bow

Harvest 112 Sugar Cane (⭐⭐)
 + 3 Splash Potion: Invisibility +
 + 6 Honey Bottle

Kill 110 Spiders (⭐⭐⭐⭐)
 + 160 Arrow

Harvest 16 Cacti (⭐)
 + 12 Cooked Chicken

Mine 28 Diamond Ore (⭐⭐⭐⭐)
 + 48 Gold Ingot
 + 1 Iron Leggings: Thorns III

Chop 32 Spruce Logs (⭐)
 + 3 Potion: Instant Health II

Mine 48 Copper Ore (⭐)
 + 1 Chainmail Boots: Protection II

Kill 28 Blazes (⭐⭐⭐⭐⭐)
 + 192 Arrow
 + 1 Netherite Pickaxe
 + 6 Potion: Water Breathing

Trade with a Shepherd 8 times (⭐⭐⭐)
 + 1 Iron Helmet: Unbreaking III

Enchant a Diamond Pickaxe with Unbreaking I+ (⭐⭐)
 + 3 Splash Potion: Invisibility +

Kill 90 Zombies (⭐⭐⭐)
 + 1 Iron Chestplate: Blast Protection IV

Trade with a Villager 14 times (⭐⭐⭐)
 + 9 Emerald

Kill 20 Chickens (⭐⭐)
 + 2 Splash Potion: Fire Resistance +

Mine 64 Nether Gold Ore (⭐⭐⭐)
 + 1 Enchanted Book: Fire Aspect II

Mine 12 Diamond Ore (⭐⭐⭐)
 + 8 Blaze Rod

Mine 48 Copper Ore (⭐)
 + 1 Iron Leggings
 + 1 Iron Pickaxe
 + 1 Iron Shovel

Enchant a Crossbow (⭐)
 + 4 Golden Carrot

Enchant 3 Books (⭐)
 + 32 Coal

Chop 96 Oak Logs (⭐⭐)
 + 1 Enchanted Book: Sharpness I

Kill 20 Sheep (⭐⭐)
 + 1 Iron Chestplate
 + 1 Iron Boots

Harvest 64 Sugar Cane (⭐⭐)
 + 32 Arrow

Trade with a Villager 8 times (⭐⭐)
 + 1 Enchanted Book: Unbreaking III

Harvest 16 Carrots (⭐)
 + 1 Emerald

Trade with a Villager 14 times (⭐⭐⭐)
 + 36 Golden Carrot

Mine 80 Nether Quartz Ore (⭐⭐⭐)
 + 1 Enchanted Book: Fortune I
 + 1 Enchanted Book: Lure III
 + 1 Music Disc Wait

Harvest 80 Sweet Berries (⭐⭐)
 + 4 Splash Potion: Jump Boost +

Enchant a Crossbow with Multishot (⭐⭐⭐)
 + 1 Diamond Boots: Thorns III

Enchant a Diamond Shovel with Efficiency IV+ (⭐⭐)
 + 8 Sponge

Harvest 48 Carrots (⭐)
 + 8 Flint

Find a Shipwreck (⭐⭐⭐)
 + 96 Iron Ingot

Enchant a Diamond Boots (⭐⭐)
 + 4 Splash Potion: Jump Boost

Harvest 64 Wheat (⭐)
 + 1 Splash Potion: Water Breathing +

Level up 15 times (⭐⭐)
 + 5 Emerald

Swim 600m (⭐⭐)
 + 1 Enchanted Book: Aqua Affinity
 + 1 Bow

Find a Shipwreck (⭐⭐⭐)
 + 1 Enchanted Book: Fortune II

Kill 16 Endermen (⭐⭐⭐⭐)
 + 1 Diamond Leggings
 + 48 Flint

Enchant 8 Books (⭐⭐)
 + 1 Chainmail Leggings: Blast Protection II

Enchant a Diamond Leggings with Protection III+ (⭐⭐⭐⭐)
 + 1 Netherite Ingot
 + 6 Splash Potion: Fire Resistance

Mine 80 Gold Ore (⭐⭐)
 + 1 Iron Axe: Efficiency III

Enchant a Diamond Sword with Smite II+ (⭐⭐)
 + 1 Ancient Debris
 + 1 Iron Leggings

Catch 12 fish (⭐)
 + 1 Diamond

Harvest 80 Beetroots (⭐⭐)
 + 6 Splash Potion: Speed II

Enchant a Diamond Axe (⭐)
 + 6 Potion: Instant Health

Break 1 Spawner (⭐⭐⭐)
 + 4 Diamond

Mine 48 Iron Ore (⭐)
 + 2 Emerald

Harvest 48 Melon Slices (⭐⭐)
 + 1 Iron Sword: Sweeping II

Enchant a Diamond Sword (⭐)
 + 8 Coal
 + 1 Iron Pickaxe
 + 1 Iron Sword

Enchant 6 Books (⭐⭐)
 + 16 Flint

Harvest 16 Cocoa Beans (⭐)
 + 4 Gold Ingot
 + 1 Iron Leggings
 + 1 Iron Hoe

Run 7,5km (⭐⭐⭐⭐)
 + 48 Gold Ingot
 + 1 Enchanted Book: Thorns III

Kill 30 Sheep (⭐⭐)
 + 1 Bow: Punch I

Harvest 16 Cacti (⭐)
 + 1 Splash Potion: Night Vision +
 + 1 Iron Axe
 + 1 Iron Sword

Enchant a Diamond Boots with Feather Falling III+ (⭐⭐⭐)
 + 1 Enchanted Book: Power V

Chop 96 Birch Logs (⭐⭐)
 + 1 Chainmail Chestplate: Blast Protection I

Harvest 80 Wheat (⭐)
 + 1 Splash Potion: Strength II
 + 1 Iron Sword

Mine 8 Lapis Ore (⭐⭐)
 + 2 Diamond

Mine 112 Coal Ore (⭐⭐)
 + 4 Potion: Fire Resistance

Fish 4 Cod (⭐)
 + 1 Iron Helmet

Enchant a Diamond Shovel with Silk Touch (⭐⭐⭐)
 + 48 Cooked Chicken
 + 3 Potion: Regeneration II

Chop 96 Oak Logs (⭐⭐)
 + 1 Sea Lantern

Trade with a Weaponsmith 12 times (⭐⭐⭐⭐)
 + 96 Arrow
 + 1 Enchanted Book: Aqua Affinity
 + 6 Honey Bottle

Harvest 32 Cacti (⭐⭐)
 + 20 Iron Ingot

Chop 96 Jungle Logs (⭐⭐)
 + 1 Enchanted Book: Protection I

Find a Village (⭐⭐⭐)
 + 1 Enchanted Golden Apple

Travel 4km with a Boat (⭐⭐⭐)
 + 1 Diamond Sword
 + 3 Splash Potion: Invisibility +

Mine 208 Coal Ore (⭐⭐)
 + 4 Ender Pearl
 + 1 Iron Chestplate
 + 1 Iron Helmet

Enchant a Diamond Axe with Unbreaking I+ (⭐⭐)
 + 1 Iron Pickaxe: Efficiency I

Kill 36 Cave Spiders (⭐⭐⭐⭐⭐)
 + 192 Arrow
 + 6 Sea Lantern

Kill 60 Drowned (⭐⭐⭐)
 + 1 Enchanted Book: Unbreaking III

Fish 3 items (⭐⭐)
 + 1 Iron Chestplate
 + 1 Crossbow
 + 1 Iron Hoe
 + 1 Iron Sword

Chop 160 Logs (⭐⭐)
 + 24 Coal
 + 1 Iron Leggings
 + 1 Iron Hoe

Enchant a Fishing Rod with Lure II+ (⭐⭐)
 + 32 Flint

Swim 1,1km (⭐⭐⭐)
 + 1 Iron Sword: Unbreaking II

Mine 112 Iron Ore (⭐⭐)
 + 1 Music Disc Stal

Trade with a Villager 8 times (⭐⭐)
 + 1 Enchanted Book: Thorns II

Harvest 48 Cacti (⭐⭐)
 + 1 Iron Sword: Unbreaking I

Mine 80 Iron Ore (⭐⭐)
 + 3 Splash Potion: Water Breathing

Harvest 80 Potatoes (⭐⭐)
 + 1 Crossbow
 + 1 Chainmail Chestplate
 + 1 Iron Boots

Mine 80 Coal Ore (⭐)
 + 1 Crossbow
 + 1 Iron Boots

Chop 32 Acacia Logs (⭐)
 + 12 Iron Ingot

Chop 160 Logs (⭐⭐)
 + 8 Flint

Find a Shipwreck (⭐⭐⭐)
 + 1 Diamond Sword: Looting I

Harvest 16 Brown Mushrooms (⭐⭐)
 + 1 Enchanted Book: Luck Of The Sea I

Kill 40 Cows (⭐⭐)
 + 24 Flint
 + 1 Iron Axe: Unbreaking III

Chop 160 Logs (⭐⭐)
 + 20 Iron Ingot

Mine 20 Diamond Ore (⭐⭐⭐⭐)
 + 1 Netherite Ingot
 + 1 Enchanted Book: Luck Of The Sea III

Mine 48 Copper Ore (⭐)
 + 1 Crossbow
 + 1 Iron Helmet

Ride 8km on a Horse (⭐⭐⭐⭐⭐)
 + 1 Netherite Boots
 + 1 Enchanted Book: Power V

Mine 64 Iron Ore (⭐⭐)
 + 24 Iron Ingot

Harvest 16 Pumpkins (⭐⭐)
 + 1 Diamond Shovel

Chop 96 Oak Logs (⭐⭐)
 + 1 Iron Axe: Efficiency III
 + 1 Iron Sword

Chop 64 Logs (⭐)
 + 16 Coal

Harvest 48 Sweet Berries (⭐)
 + 1 Iron Leggings
 + 1 Iron Pickaxe

Find a Village (⭐⭐⭐)
 + 48 Cooked Mutton
 + 1 Diamond Hoe

Trade with a Villager 10 times (⭐⭐)
 + 32 Gold Ingot

Mine 32 Iron Ore (⭐)
 + 24 Coal

Chop 96 Logs (⭐)
 + 1 Emerald
 + 1 Iron Pickaxe
 + 1 Iron Sword

Travel 8km with a Boat (⭐⭐⭐⭐)
 + 1 Diamond Leggings

Mine 88 Gold Ore (⭐⭐⭐)
 + 5 Ghast Tear

Enchant a Diamond Pickaxe with Unbreaking I+ (⭐⭐)
 + 1 Diamond
 + 1 Chainmail Boots

Chop 224 Logs (⭐⭐)
 + 1 Iron Hoe: Unbreaking I

Mine 32 Redstone Ore (⭐⭐)
 + 1 Diamond Shovel: Unbreaking I

Mine 16 Gold Ore (⭐)
 + 6 Honey Bottle

Harvest 12 Pumpkins (⭐)
 + 4 Golden Carrot
 + 1 Iron Boots
 + 1 Iron Sword

Trade with a Villager 2 times (⭐)
 + 1 Splash Potion: Regeneration II
 + 1 Iron Hoe

Enchant a Diamond Helmet with Projectile Protection I+ (⭐⭐)
 + 1 Iron Pickaxe: Efficiency II

Level up 20 times (⭐⭐⭐)
 + 1 Diamond Sword: Looting I

Kill 12 Cave Spiders (⭐⭐⭐)
 + 1 Iron Leggings: Unbreaking III

Mine 64 Coal Ore (⭐)
 + 12 Cooked Porkchop

Level up 30 times (⭐⭐⭐)
 + 1 Iron Leggings: Projectile Protection III

Enchant 7 Books (⭐⭐)
 + 1 Enchanted Book: Power IV

Kill 30 Cows (⭐⭐)
 + 64 Coal

Enchant a Diamond Sword with Unbreaking I+ (⭐⭐)
 + 1 Diamond

Break 6 Amethyst Clusters (⭐⭐)
 + 6 Potion: Water Breathing +

Harvest 48 Wheat (⭐)
 + 8 Flint

Kill 40 Pigs (⭐⭐)
 + 1 Enchanted Book: Protection III
 + 1 Iron Axe

Mine 192 Coal Ore (⭐⭐)
 + 1 Iron Axe: Sharpness III

Harvest 112 Carrots (⭐⭐)
 + 1 Chainmail Leggings: Unbreaking II

Harvest 8 Brown Mushrooms (⭐)
 + 1 Splash Potion: Strength II

Mine 48 Iron Ore (⭐)
 + 1 Iron Chestplate
 + 8 Iron Ingot

Mine 16 Copper Ore (⭐)
 + 1 Potion: Regeneration II

Enchant a Diamond Helmet (⭐⭐)
 + 12 Gold Ingot

Enchant 8 Books (⭐⭐)
 + 1 Music Disc Chirp

Harvest 80 Sugar Cane (⭐⭐)
 + 20 Golden Carrot

Harvest 64 Sugar Cane (⭐⭐)
 + 1 Bundle
 + 1 Diamond

Find a Ruined Portal (⭐⭐⭐)
 + 64 Arrow

Kill 10 Chickens (⭐)
 + 12 Cooked Chicken

Break 4 Amethyst Clusters (⭐⭐)
 + 2 Diamond

Kill 50 Pigs (⭐⭐)
 + 1 Crossbow: Multishot
 + 1 Iron Boots

Harvest 32 Pumpkins (⭐⭐)
 + 4 Blaze Rod

Chop 32 Spruce Logs (⭐)
 + 2 Potion: Night Vision +
 + 1 Iron Boots

Enchant 7 Books (⭐⭐)
 + 1 Enchanted Book: Protection III

Kill 14 Wither Skeletons (⭐⭐⭐⭐⭐)
 + 1 Netherite Leggings: Fire Protection IV

Kill 90 Zombies (⭐⭐⭐)
 + 8 Blaze Rod
 + 6 Potion: Speed +

Mine 128 Coal Ore (⭐⭐)
 + 2 Splash Potion: Regeneration II

Mine 32 Iron Ore (⭐)
 + 12 Iron Ingot

Trade with a Fisherman 10 times (⭐⭐⭐)
 + 20 Slime Ball

Kill 14 Magma Cubes (⭐⭐⭐⭐)
 + 192 Arrow
 + 96 Iron Ingot
 + 6 Chorus Fruit
 + 1 Crossbow

Harvest 4 Chorus Flowers (⭐⭐⭐⭐)
 + 20 Emerald

Trade with a Leatherworker 12 times (⭐⭐⭐⭐)
 + 1 Diamond Sword: Unbreaking I
 + 6 Splash Potion: Jump Boost +
 + 1 Iron Chestplate

Mine 96 Iron Ore (⭐⭐)
 + 72 Coal

Kill 4 Cave Spiders (⭐⭐)
 + 48 Cooked Chicken
 + 3 Potion: Night Vision +

Mine 64 Coal Ore (⭐)
 + 2 Potion: Slow Falling +

Harvest 28 Pumpkins (⭐⭐)
 + 20 Golden Carrot

Harvest 32 Red Mushrooms (⭐⭐)
 + 1 Iron Pickaxe: Fortune II

Enchant 2 Books (⭐)
 + 1 Crossbow
 + 1 Chainmail Chestplate

Chop 64 Logs (⭐)
 + 4 Golden Carrot

Harvest 112 Sweet Berries (⭐⭐)
 + 1 Iron Leggings: Thorns I

Chop 160 Logs (⭐⭐)
 + 8 Flint
 + 1 Bow
 + 1 Iron Pickaxe

Mine 112 Nether Gold Ore (⭐⭐⭐⭐)
 + 1 Diamond Leggings: Unbreaking II

Mine 48 Nether Gold Ore (⭐⭐⭐)
 + 8 Emerald
 + 1 Compass
 + 1 Bow

Kill 80 Zombies (⭐⭐⭐)
 + 6 Splash Potion: Regeneration +
 + 1 Chainmail Boots: Feather Falling II

Chop 64 Spruce Logs (⭐⭐)
 + 1 Diamond

Kill 10 Chickens (⭐)
 + 1 Crossbow
 + 1 Iron Hoe
 + 1 Iron Sword

Mine 64 Iron Ore (⭐⭐)
 + 2 Emerald

Mine 48 Lapis Ore (⭐⭐⭐⭐)
 + 128 Arrow
 + 96 Coal

Kill 30 Pigs (⭐⭐)
 + 32 Arrow
 + 1 Iron Pickaxe

Enchant a Shield (⭐)
 + 1 Chainmail Chestplate
 + 1 Iron Hoe
 + 1 Iron Shovel

Chop 160 Logs (⭐⭐)
 + 2 Emerald

Fish 4 Cod (⭐)
 + 1 Splash Potion: Strength +

Mine 64 Coal Ore (⭐)
 + 6 Chorus Fruit

Mine 4 Diamond Ore (⭐⭐)
 + 1 Iron Leggings: Projectile Protection II

Level up 40 times (⭐⭐⭐)
 + 1 Enchanted Book: Sweeping III
 + 1 Enchanted Book: Sharpness II

Kill 28 Cave Spiders (⭐⭐⭐⭐)
 + 1 Diamond Boots: Protection III
 + 6 Splash Potion: Speed II

Chop 160 Logs (⭐⭐)
 + 4 Potion: Speed II
 + 1 Iron Leggings

Travel 3km with a Boat (⭐⭐⭐)
 + 1 Enchanted Book: Fire Aspect II

Enchant a Crossbow with Unbreaking II+ (⭐⭐)
 + 5 Potion: Fire Resistance +

Enchant 8 Books (⭐⭐)
 + 1 Bundle
 + 1 Enchanted Book: Blast Protection I

Mine 48 Coal Ore (⭐)
 + 1 Iron Helmet
 + 4 Iron Ingot

Mine 32 Nether Quartz Ore (⭐⭐⭐)
 + 1 Enchanted Book: Respiration III

Chop 96 Logs (⭐)
 + 8 Flint
 + 1 Iron Helmet

Harvest 96 Wheat (⭐)
 + 1 Iron Helmet
 + 1 Chainmail Chestplate

Enchant a Diamond Pickaxe (⭐)
 + 8 Golden Carrot

Kill 90 Skeletons (⭐⭐⭐⭐)
 + 1 Netherite Shovel

Kill 90 Zombies (⭐⭐⭐)
 + 96 Arrow
 + 6 Potion: Slow Falling +

Chop 128 Logs (⭐)
 + 4 Gold Ingot
 + 1 Iron Axe

Run 15km (⭐⭐⭐⭐⭐)
 + 1 Netherite Sword: Sharpness III
 + 3 Splash Potion: Invisibility

Trade with a Farmer 8 times (⭐⭐)
 + 24 Flint
 + 3 Splash Potion: Invisibility

Catch 8 fish (⭐)
 + 24 Coal
 + 1 Iron Sword

Harvest 48 Bamboo (⭐⭐⭐)
 + 48 Cooked Mutton
 + 44 Cooked Chicken

Kill 26 Endermen (⭐⭐⭐⭐⭐)
 + 3 Enchanted Golden Apple
 + 1 Enchanted Book: Power V

Catch 16 fish (⭐⭐)
 + 1 Enchanted Book: Protection I

Kill 50 Zombies (⭐⭐⭐)
 + 5 Ghast Tear

Mine 32 Gold Ore (⭐⭐)
 + 1 Enchanted Book: Respiration III

Kill 20 Pigs (⭐⭐)
 + 8 Quartz

Harvest 48 Carrots (⭐)
 + 24 Coal

Ride 7km on a Horse (⭐⭐⭐⭐⭐)
 + 192 Arrow
 + 1 Crossbow: Quick Charge III

Chop 64 Birch Logs (⭐⭐)
 + 2 Emerald

Kill 40 Creepers (⭐⭐⭐)
 + 8 Ender Pearl
 + 1 Diamond Sword

Mine 2 Emerald Ore (⭐⭐⭐)
 + 8 Blaze Rod

Harvest 32 Brown Mushrooms (⭐⭐)
 + 1 Iron Hoe: Silk Touch

Enchant 9 Books (⭐⭐)
 + 1 Bundle
 + 1 Diamond

Catch 8 fish (⭐)
 + 12 Iron Ingot
 + 1 Iron Shovel

Harvest 112 Carrots (⭐⭐)
 + 32 Cooked Porkchop

Break 4 Amethyst Clusters (⭐⭐)
 + 1 Enchanted Book: Power III

Ring a Bell (⭐⭐⭐⭐)
 + 1 Enchanted Book: Looting III

Kill 110 Drowned (⭐⭐⭐⭐)
 + 192 Arrow

Trade with a Cartographer 14 times (⭐⭐⭐⭐)
 + 1 Netherite Sword: Looting II

Mine 48 Iron Ore (⭐)
 + 12 Iron Ingot
 + 1 Iron Pickaxe
 + 1 Iron Axe

Harvest 112 Kelp (⭐)
 + 16 Cooked Beef
 + 1 Iron Boots

Kill 50 Cows (⭐⭐)
 + 48 Cooked Mutton

Kill 6 Ghasts (⭐⭐⭐⭐)
 + 6 Ancient Debris

Eat some Cake (⭐⭐⭐⭐)
 + 1 Wither Skeleton Skull
 + 1 Crossbow: Quick Charge III

Mine 56 Gold Ore (⭐⭐)
 + 1 Enchanted Book: Sharpness V
 + 1 Iron Chestplate

Mine 32 Nether Gold Ore (⭐⭐⭐)
 + 1 Iron Helmet: Fire Protection II

Harvest 80 Beetroots (⭐⭐)
 + 4 Ender Pearl
 + 1 Diamond

Kill 70 Zombies (⭐⭐⭐)
 + 1 Diamond Helmet

Mine 72 Gold Ore (⭐⭐)
 + 1 Iron Pickaxe: Unbreaking II

Harvest 112 Beetroots (⭐⭐)
 + 24 Golden Carrot

Harvest 48 Red Mushrooms (⭐⭐)
 + 4 Blaze Rod

Kill 12 Magma Cubes (⭐⭐⭐⭐)
 + 1 Netherite Pickaxe: Silk Touch

Harvest 64 Wheat (⭐)
 + 1 Potion: Regeneration +
 + 1 Iron Pickaxe

Trade with a Villager 12 times (⭐⭐⭐)
 + 1 Enchanted Book: Thorns III

Chop 224 Logs (⭐⭐)
 + 1 Diamond

Trade with a Weaponsmith 10 times (⭐⭐⭐)
 + 1 Wither Skeleton Skull

Find an Ocean Ruin (⭐⭐⭐)
 + 1 Diamond Sword: Knockback I

Mine 32 Iron Ore (⭐)
 + 12 Iron Ingot

Chop 224 Logs (⭐⭐)
 + 6 Splash Potion: Instant Health

Kill 40 Creepers (⭐⭐⭐)
 + 1 Diamond Axe: Sharpness II

Enchant a Diamond Chestplate with Protection III+ (⭐⭐⭐⭐)
 + 20 Emerald
 + 1 Enchanted Book: Lure III

Find a Village (⭐⭐⭐)
 + 4 Blaze Rod

Mine 48 Nether Gold Ore (⭐⭐⭐)
 + 1 Diamond Pickaxe: Efficiency I

Enchant a Diamond Pickaxe (⭐)
 + 12 Cooked Beef
