Material counts for Quest Type:
TotalQuests: 2000

Quest Type: FIND_STRUCTURE
- OCEAN_RUIN           count: 6             4,76 %    (5,94 % expected)
 + 1 Iron Sword: Sharpness IV

Enchant 3 Books (⭐)
 + 12 Cooked Beef
 + 1 Iron Boots
 + 1 Iron Shovel

Mine 160 Coal Ore (⭐⭐)
 + 3 Emerald

Mine 64 Coal Ore (⭐)
 + 1 Iron Chestplate

Harvest 16 Sugar Cane (⭐)
 + 1 Iron Pickaxe
 + 1 Iron Sword

Harvest 32 Carrots (⭐)
 + 8 Coal
 + 1 Iron Pickaxe

Run 7,5km (⭐⭐⭐⭐)
 + 1 Enchanted Book: Power V

Travel 2km with a Boat (⭐⭐)
 + 60 Iron Ingot

Mine 64 Coal Ore (⭐)
 + 6 Honey Bottle

Trade with a Villager 12 times (⭐⭐⭐)
 + 1 Crossbow: Quick Charge II

Kill 90 Zombies (⭐⭐⭐)
 + 1 Enchanted Book: Luck Of The Sea III
 + 1 Enchanted Book: Aqua Affinity

Mine 16 Gold Ore (⭐)
 + 1 Potion: Regeneration II
 + 1 Iron Leggings
 + 1 Iron Shovel

Level up 45 times (⭐⭐⭐⭐)
 + 7 Ghast Tear
 + 24 Book
 + 1 Crossbow

Drive 900m in a Minecart (⭐⭐⭐⭐)
 + 192 Arrow

Trade with a Villager 4 times (⭐⭐)
 + 1 Crossbow: Unbreaking II

Swim 2,9km (⭐⭐⭐⭐)
 + 6 Potion: Regeneration II
 + 96 Coal
 + 1 Enchanted Book: Aqua Affinity

Mine 48 Copper Ore (⭐)
 + 24 Cooked Chicken

Mine 16 Gold Ore (⭐)
 + 1 Bow
 + 1 Chainmail Chestplate
 + 1 Iron Hoe

Harvest 64 Sugar Cane (⭐⭐)
 + 32 Iron Ingot

Kill 32 Phantoms (⭐⭐⭐⭐)
 + 1 Netherite Boots

Mine 12 Diamond Ore (⭐⭐⭐)
 + 6 Splash Potion: Slow Falling +
 + 6 Potion: Instant Health II
 + 1 Chainmail Leggings: Thorns I

Mine 144 Coal Ore (⭐⭐)
 + 2 Splash Potion: Invisibility +

Mine 80 Iron Ore (⭐⭐)
 + 1 Chainmail Boots: Thorns II

Chop 160 Logs (⭐⭐)
 + 3 Splash Potion: Speed II

Mine 64 Nether Gold Ore (⭐⭐⭐)
 + 5 Sea Lantern

Mine 64 Gold Ore (⭐⭐)
 + 1 Enchanted Book: Feather Falling III

Trade with a Villager 12 times (⭐⭐⭐)
 + 1 Enchanted Book: Fire Aspect II

Mine 48 Iron Ore (⭐)
 + 1 Diamond

Mine 48 Nether Quartz Ore (⭐⭐⭐)
 + 12 Ender Pearl

Kill 16 Blazes (⭐⭐⭐⭐)
 + 24 Ender Pearl
 + 1 Enchanted Book: Unbreaking III
 + 6 Chorus Fruit

Kill 30 Chickens (⭐⭐)
 + 3 Emerald

Mine 112 Nether Quartz Ore (⭐⭐⭐⭐)
 + 10 Diamond

Kill 40 Chickens (⭐⭐)
 + 1 Bow: Unbreaking I
 + 6 Potion: Speed

Mine 80 Iron Ore (⭐⭐)
 + 28 Iron Ingot

Mine 32 Nether Quartz Ore (⭐⭐⭐)
 + 32 Gold Ingot

Mine 128 Coal Ore (⭐⭐)
 + 1 Iron Sword: Sweeping II

Kill 14 Squids (⭐⭐)
 + 1 Iron Sword: Sweeping I

Chop 32 Logs (⭐)
 + 1 Crossbow
 + 1 Iron Shovel

Fish 1 Pufferfish (⭐)
 + 4 Copper Ingot

Mine 80 Gold Ore (⭐⭐)
 + 2 Ancient Debris

Reach level 30 (⭐⭐⭐)
 + 64 Arrow

Harvest 64 Potatoes (⭐)
 + 2 Splash Potion: Strength +

Trade with a Villager 2 times (⭐)
 + 16 Copper Ingot

Kill 10 Chickens (⭐)
 + 1 Iron Helmet
 + 1 Iron Shovel

Mine 16 Gold Ore (⭐)
 + 1 Splash Potion: Regeneration

Mine 48 Copper Ore (⭐)
 + 1 Iron Sword: Bane Of Arthropods IV

Chop 64 Oak Logs (⭐⭐)
 + 20 Copper Ingot

Enchant a Diamond Sword with Sharpness I+ (⭐⭐)
 + 1 Diamond

Fish a treasure (⭐⭐)
 + 4 Splash Potion: Instant Health II

Find a Village (⭐⭐⭐)
 + 12 Slime Ball

Kill 40 Creepers (⭐⭐⭐)
 + 1 Enchanted Book: Blast Protection III

Fish 8 Cod (⭐)
 + 12 Copper Ingot

Harvest 48 Kelp (⭐)
 + 4 Golden Carrot

Harvest 16 Sugar Cane (⭐)
 + 8 Copper Ingot

Level up 45 times (⭐⭐⭐⭐)
 + 48 Gold Ingot

Mine 16 Redstone Ore (⭐⭐)
 + 1 Enchanted Book: Protection IV

Mine 160 Coal Ore (⭐⭐)
 + 1 Bow: Power I

Mine 12 Diamond Ore (⭐⭐⭐)
 + 1 Enchanted Book: Sharpness V

Mine 96 Iron Ore (⭐⭐)
 + 1 Enchanted Book: Unbreaking III

Reach level 35 (⭐⭐⭐)
 + 96 Iron Ingot

Mine 80 Redstone Ore (⭐⭐⭐)
 + 1 Crossbow: Quick Charge III
 + 24 Firework Rocket

Chop 32 Birch Logs (⭐)
 + 12 Iron Ingot

Enchant a Bow with Unbreaking II+ (⭐⭐)
 + 1 Enchanted Book: Respiration I

Harvest 32 Beetroots (⭐)
 + 4 Book

Mine 64 Iron Ore (⭐⭐)
 + 1 Enchanted Book: Thorns II

Find an Ocean Monument (⭐⭐⭐⭐)
 + 48 Quartz
 + 6 Splash Potion: Speed
 + 3 Saddle

Kill 20 Chickens (⭐⭐)
 + 1 Iron Sword: Knockback I

Kill 40 Chickens (⭐⭐)
 + 2 Amethyst Shard

Harvest 44 Pumpkins (⭐⭐⭐)
 + 1 Diamond Boots

Enchant 9 Books (⭐⭐)
 + 96 Coal

Mine 144 Coal Ore (⭐⭐)
 + 4 Slime Ball

Trade with a Toolsmith 8 times (⭐⭐⭐)
 + 1 Chainmail Chestplate: Protection III
 + 1 Iron Leggings

Mine 48 Gold Ore (⭐⭐)
 + 40 Copper Ingot

Enchant 9 Books (⭐⭐)
 + 4 Ghast Tear

Run 10km (⭐⭐⭐⭐)
 + 96 Iron Ingot
 + 1 Enchanted Book: Frost Walker II

Mine 80 Iron Ore (⭐⭐)
 + 4 Slime Ball
 + 1 Bow

Chop 32 Logs (⭐)
 + 1 Chainmail Chestplate
 + 4 Cooked Mutton

Kill 20 Chickens (⭐⭐)
 + 1 Diamond

Ride 1km on a Horse (⭐⭐⭐⭐)
 + 12 Blaze Rod

Harvest 16 Cacti (⭐)
 + 1 Ghast Tear

Kill 40 Pigs (⭐⭐)
 + 2 Amethyst Shard

Find a Village (⭐⭐⭐)
 + 56 Copper Ingot
 + 6 Potion: Speed II

Mine 48 Redstone Ore (⭐⭐⭐)
 + 1 Enchanted Book: Projectile Protection IV

Chop 64 Spruce Logs (⭐⭐)
 + 1 Sea Lantern
 + 1 Iron Chestplate

Harvest 32 Potatoes (⭐)
 + 1 Saddle

Reach level 20 (⭐⭐)
 + 32 Coal
 + 6 Honey Bottle
 + 1 Iron Hoe

Kill 10 Endermen (⭐⭐⭐⭐)
 + 1 Iron Chestplate: Unbreaking III
 + 1 Diamond Sword
 + 6 Chorus Fruit

Run 15km (⭐⭐⭐⭐⭐)
 + 22 Diamond

Kill 100 Zombies (⭐⭐⭐)
 + 128 Arrow

Mine 80 Iron Ore (⭐⭐)
 + 1 Enchanted Book: Smite III

Mine 96 Iron Ore (⭐⭐)
 + 1 Enchanted Book: Bane Of Arthropods III

Catch 16 fish (⭐⭐)
 + 1 Enchanted Book: Sweeping III
 + 1 Iron Leggings

Find a Village (⭐⭐⭐)
 + 48 Cooked Porkchop

Level up 30 times (⭐⭐⭐)
 + 1 Enchanted Book: Feather Falling II
 + 48 Cooked Beef

Fish 28 Cod (⭐⭐)
 + 32 Arrow
 + 1 Compass
 + 1 Iron Chestplate

Mine 64 Iron Ore (⭐⭐)
 + 16 Cooked Chicken
 + 1 Iron Chestplate
 + 1 Iron Pickaxe

Harvest 112 Wheat (⭐)
 + 12 Iron Ingot
 + 1 Iron Helmet

Level up 30 times (⭐⭐⭐)
 + 11 Emerald

Chop 224 Logs (⭐⭐)
 + 1 Enchanted Book: Sweeping III

Kill 50 Chickens (⭐⭐)
 + 1 Iron Leggings: Protection II

Harvest 48 Brown Mushrooms (⭐⭐)
 + 1 Iron Leggings: Unbreaking II

Kill 100 Zombies (⭐⭐⭐)
 + 48 Gold Ingot

Harvest 48 Nether Warts (⭐⭐⭐⭐)
 + 1 Enchanted Book: Feather Falling IV
 + 1 Enchanted Book: Soul Speed III

Find a Desert Pyramid (⭐⭐⭐)
 + 96 Arrow

Harvest 80 Sugar Cane (⭐⭐)
 + 1 Iron Sword: Unbreaking II

Kill 50 Zombies (⭐⭐⭐)
 + 64 Arrow

Mine 160 Coal Ore (⭐⭐)
 + 1 Sea Lantern

Mine 32 Copper Ore (⭐)
 + 24 Coal

Kill 22 Endermen (⭐⭐⭐⭐⭐)
 + 192 Arrow
 + 1 Diamond Sword: Unbreaking I

Swim 2,6km (⭐⭐⭐⭐)
 + 1 Netherite Shovel

Mine 40 Gold Ore (⭐⭐)
 + 4 Ender Pearl

Mine 16 Nether Quartz Ore (⭐⭐)
 + 1 Chainmail Leggings: Thorns II

Harvest 32 Sweet Berries (⭐)
 + 1 Iron Chestplate

Kill 90 Zombies (⭐⭐⭐)
 + 5 Sea Lantern
 + 1 Bow: Flame

Trade with a Villager 12 times (⭐⭐⭐)
 + 12 Slime Ball

Harvest 48 Sugar Cane (⭐⭐)
 + 8 Book

Enchant a Diamond Shovel (⭐)
 + 8 Copper Ingot

Trade with a Armorer 12 times (⭐⭐⭐⭐)
 + 1 Diamond Pickaxe: Efficiency III

Kill 50 Zombies (⭐⭐⭐)
 + 6 Potion: Regeneration +

Mine 56 Gold Ore (⭐⭐)
 + 6 Splash Potion: Slow Falling +

Enchant a Diamond Pickaxe with Silk Touch (⭐⭐⭐)
 + 1 Netherite Ingot

Fish 8 Cod (⭐)
 + 16 Coal
 + 1 Iron Helmet

Trade with a Villager 6 times (⭐⭐)
 + 1 Chainmail Helmet: Protection III

Harvest 40 Pumpkins (⭐⭐)
 + 3 Diamond

Level up 35 times (⭐⭐⭐)
 + 48 Quartz

Harvest 32 Sweet Berries (⭐)
 + 1 Iron Helmet
 + 1 Iron Pickaxe

Kill 60 Skeletons (⭐⭐⭐)
 + 1 Enchanted Book: Punch II
 + 6 Potion: Regeneration

Mine 80 Iron Ore (⭐⭐)
 + 28 Cooked Beef

Chop 96 Dark Oak Logs (⭐⭐)
 + 3 Emerald

Chop 224 Logs (⭐⭐)
 + 1 Chainmail Boots: Feather Falling I

Mine 48 Iron Ore (⭐)
 + 1 Diamond Shovel
 + 1 Iron Sword

Catch 8 fish (⭐)
 + 12 Copper Ingot

Mine 32 Nether Quartz Ore (⭐⭐⭐)
 + 96 Coal

Drive 1,9km in a Minecart (⭐⭐⭐⭐)
 + 1 Diamond Chestplate: Thorns III
 + 1 Enchanted Book: Sweeping III

Find a Swamp Hut (⭐⭐⭐⭐⭐)
 + 1 Trident: Loyalty II

Harvest 80 Beetroots (⭐⭐)
 + 1 Enchanted Book: Sharpness IV

Harvest 32 Cacti (⭐⭐)
 + 1 Diamond

Chop 64 Acacia Logs (⭐⭐)
 + 20 Iron Ingot
 + 1 Iron Sword

Run 17,5km (⭐⭐⭐⭐⭐)
 + 1 Trident: Loyalty II
 + 1 Enchanted Book: Power V
 + 1 Music Disc Blocks
 + 1 Bow: Flame
 + 6 Potion: Speed II

Kill 10 Cows (⭐)
 + 4 Gold Ingot

Harvest 80 Beetroots (⭐⭐)
 + 44 Cooked Mutton

Harvest 32 Carrots (⭐)
 + 8 Iron Ingot

Mine 144 Iron Ore (⭐⭐)
 + 32 Flint

Kill 1 Zombie Villager (⭐⭐)
 + 32 Cooked Beef

Harvest 64 Carrots (⭐)
 + 8 Iron Ingot
 + 1 Iron Boots
 + 1 Iron Pickaxe

Harvest 96 Sweet Berries (⭐⭐)
 + 1 Music Disc Blocks

Find a Desert Pyramid (⭐⭐⭐)
 + 96 Arrow

Chop 96 Spruce Logs (⭐⭐)
 + 4 Ender Pearl
 + 6 Chorus Fruit
 + 1 Iron Sword

Reach level 25 (⭐⭐)
 + 1 Chainmail Leggings: Fire Protection II
 + 1 Crossbow

Harvest 32 Cacti (⭐⭐)
 + 4 Book
 + 8 Cooked Beef

Chop 96 Dark Oak Logs (⭐⭐)
 + 1 Enchanted Book: Sharpness V
 + 1 Iron Sword

Kill 80 Zombies (⭐⭐⭐)
 + 48 Gold Ingot

Find a Shipwreck (⭐⭐⭐)
 + 48 Gold Ingot

Kill 60 Skeletons (⭐⭐⭐)
 + 2 Enchanted Golden Apple

Kill 60 Spiders (⭐⭐⭐)
 + 96 Copper Ingot

Mine 176 Coal Ore (⭐⭐)
 + 1 Enchanted Book: Piercing IV

Trade with a Fisherman 2 times (⭐⭐)
 + 4 Ender Pearl

Chop 32 Logs (⭐)
 + 4 Book
 + 1 Iron Sword

Kill 20 Cows (⭐⭐)
 + 1 Crossbow: Piercing I

Kill 6 Witches (⭐⭐⭐⭐)
 + 1 Heart Of The Sea
 + 1 Enchanted Book: Sweeping III

Mine 64 Nether Quartz Ore (⭐⭐⭐)
 + 48 Flint

Mine 72 Gold Ore (⭐⭐)
 + 48 Cooked Porkchop

Kill 24 Cave Spiders (⭐⭐⭐⭐)
 + 20 Blaze Rod

Mine 24 Gold Ore (⭐⭐)
 + 1 Iron Chestplate
 + 1 Iron Pickaxe
 + 1 Iron Sword

Trade with a Cleric 14 times (⭐⭐⭐⭐)
 + 160 Arrow
 + 96 Iron Ingot

Harvest 48 Carrots (⭐)
 + 6 Chorus Fruit
 + 1 Iron Sword

Mine 32 Copper Ore (⭐)
 + 12 Iron Ingot

Chop 160 Logs (⭐⭐)
 + 8 Gold Ingot
 + 1 Bow

Kill 80 Zombies (⭐⭐⭐)
 + 1 Crossbow: Unbreaking III

Mine 112 Iron Ore (⭐⭐)
 + 1 Chainmail Boots: Blast Protection III
 + 6 Potion: Speed

Chop 128 Logs (⭐)
 + 2 Potion: Fire Resistance +

Enchant a Diamond Sword (⭐)
 + 4 Book

Trade with a Librarian 2 times (⭐⭐)
 + 48 Cooked Mutton

Mine 56 Gold Ore (⭐⭐)
 + 1 Enchanted Book: Sharpness V

Chop 32 Oak Logs (⭐)
 + 1 Crossbow: Piercing II

Enchant 5 Books (⭐⭐)
 + 1 Crossbow: Piercing III

Kill 2 Witches (⭐⭐⭐)
 + 24 Book

Kill 40 Chickens (⭐⭐)
 + 88 Coal

Run 15km (⭐⭐⭐⭐⭐)
 + 1 Enchanted Book: Fortune III
 + 1 Iron Helmet: Unbreaking II
 + 1 Bundle

Kill 100 Spiders (⭐⭐⭐⭐)
 + 8 Diamond
 + 1 Bow

Find a Shipwreck (⭐⭐⭐)
 + 1 Diamond Sword: Fire Aspect I

Mine 48 Gold Ore (⭐⭐)
 + 2 Sea Lantern

Find a Ruined Portal (⭐⭐⭐)
 + 1 Iron Chestplate: Protection II

Harvest 80 Sweet Berries (⭐⭐)
 + 1 Diamond

Harvest 64 Kelp (⭐)
 + 1 Emerald

Reach level 40 (⭐⭐⭐⭐)
 + 6 Sea Lantern

Mine 32 Nether Quartz Ore (⭐⭐⭐)
 + 3 Diamond

Trade with a Cartographer 10 times (⭐⭐⭐⭐)
 + 48 Flint
 + 96 Coal

Enchant a Diamond Sword with Looting II+ (⭐⭐⭐)
 + 1 Diamond Sword: Fire Aspect I

Catch 28 fish (⭐⭐)
 + 1 Iron Boots: Fire Protection II

Mine 48 Copper Ore (⭐)
 + 2 Emerald

Run 5km (⭐⭐⭐)
 + 14 Emerald
 + 6 Honey Bottle

Harvest 16 Red Mushrooms (⭐⭐)
 + 1 Chainmail Chestplate: Protection II

Chop 32 Logs (⭐)
 + 1 Chainmail Chestplate

Mine 24 Diamond Ore (⭐⭐⭐⭐)
 + 1 Netherite Sword: Sharpness II

Enchant 9 Books (⭐⭐)
 + 1 Potion: Luck

Enchant a Diamond Sword with Looting II+ (⭐⭐⭐)
 + 48 Cooked Porkchop
 + 1 Diamond Shovel

Enchant a Crossbow with Multishot (⭐⭐⭐)
 + 24 Book
 + 1 Jukebox

Trade with a Villager 2 times (⭐)
 + 2 Name Tag
 + 1 Iron Pickaxe

Chop 64 Logs (⭐)
 + 8 Iron Ingot

Kill 30 Sheep (⭐⭐)
 + 32 Arrow

Enchant a Fishing Rod with Lure I+ (⭐⭐)
 + 3 Splash Potion: Water Breathing

Level up 10 times (⭐⭐)
 + 1 Crossbow: Piercing II

Level up 15 times (⭐⭐)
 + 2 Diamond

Kill 6 Wither Skeletons (⭐⭐⭐⭐)
 + 28 Emerald

Mine 112 Iron Ore (⭐⭐)
 + 1 Chainmail Chestplate: Protection III

Drive 1,2km in a Minecart (⭐⭐⭐⭐)
 + 1 Diamond Chestplate: Protection III

Chop 192 Logs (⭐⭐)
 + 8 Quartz

Trade with a Mason 14 times (⭐⭐⭐⭐)
 + 8 Blaze Rod
 + 6 Potion: Regeneration +
 + 48 Cooked Mutton

Mine 4 Ancient Debris (⭐⭐⭐⭐)
 + 192 Arrow

Mine 144 Iron Ore (⭐⭐)
 + 16 Book
 + 1 Iron Leggings

Catch 16 fish (⭐⭐)
 + 12 Gold Ingot

Enchant 6 Books (⭐⭐)
 + 3 Emerald

Kill 100 Spiders (⭐⭐⭐⭐)
 + 1 Enchanted Book: Protection IV

Mine 32 Gold Ore (⭐⭐)
 + 3 Emerald

Find a Bastion Remnant (⭐⭐⭐⭐)
 + 192 Arrow

Enchant 6 Books (⭐⭐)
 + 1 Enchanted Book: Bane Of Arthropods I

Mine 128 Iron Ore (⭐⭐)
 + 6 Potion: Slow Falling +

Mine 48 Iron Ore (⭐)
 + 1 Diamond Shovel

Chop 160 Logs (⭐⭐)
 + 2 Splash Potion: Night Vision +
 + 1 Iron Chestplate

Kill 50 Chickens (⭐⭐)
 + 56 Iron Ingot

Mine 48 Iron Ore (⭐)
 + 1 Amethyst Shard
 + 1 Iron Helmet

Harvest 64 Sweet Berries (⭐⭐)
 + 20 Iron Ingot
 + 1 Iron Hoe

Chop 192 Logs (⭐⭐)
 + 4 Ender Pearl
 + 1 Iron Pickaxe

Mine 112 Iron Ore (⭐⭐)
 + 1 Enchanted Book: Sweeping II

Harvest 96 Sugar Cane (⭐⭐)
 + 1 Iron Helmet: Protection II

Find a Village (⭐⭐⭐)
 + 3 Sea Lantern

Find a Shipwreck (⭐⭐⭐)
 + 6 Diamond

Kill 10 Chickens (⭐)
 + 8 Flint
 + 1 Iron Sword

Break 2 Amethyst Clusters (⭐⭐)
 + 12 Gold Ingot
 + 6 Honey Bottle
 + 1 Iron Sword

Harvest 32 Sugar Cane (⭐)
 + 1 Jukebox

Chop 224 Logs (⭐⭐)
 + 1 Chainmail Helmet: Aqua Affinity

Find a Ruined Portal (⭐⭐⭐)
 + 48 Cooked Beef

Mine 48 Nether Quartz Ore (⭐⭐⭐)
 + 12 Slime Ball

Harvest 32 Carrots (⭐)
 + 4 Book

Mine 16 Copper Ore (⭐)
 + 2 Potion: Night Vision +

Kill 80 Zombies (⭐⭐⭐)
 + 1 Diamond Sword: Looting I

Kill 6 Wither Skeletons (⭐⭐⭐⭐)
 + 1 Netherite Sword: Fire Aspect II

Harvest 48 Cacti (⭐⭐)
 + 1 Diamond Sword

Enchant a Bow with Flame (⭐⭐)
 + 1 Diamond Shovel

Kill 30 Pigs (⭐⭐)
 + 1 Diamond Sword

Chop 32 Logs (⭐)
 + 1 Iron Pickaxe

Mine 80 Gold Ore (⭐⭐)
 + 3 Diamond

Catch 28 fish (⭐⭐)
 + 6 Potion: Fire Resistance +

Chop 64 Logs (⭐)
 + 1 Potion: Water Breathing +
 + 1 Iron Sword
 + 1 Iron Shovel

Kill 80 Drowned (⭐⭐⭐⭐)
 + 1 Enchanted Book: Feather Falling IV

Harvest 16 Potatoes (⭐)
 + 1 Iron Boots

Mine 96 Iron Ore (⭐⭐)
 + 1 Diamond Sword

Mine 112 Iron Ore (⭐⭐)
 + 1 Enchanted Book: Sharpness II

Mine 240 Coal Ore (⭐⭐)
 + 1 Bow: Punch II

Harvest 48 Sweet Berries (⭐)
 + 2 Potion: Invisibility +

Mine 96 Iron Ore (⭐⭐)
 + 1 Bundle

Trade with a Librarian 6 times (⭐⭐⭐)
 + 20 Slime Ball

Harvest 64 Potatoes (⭐)
 + 2 Emerald

Enchant a Diamond Sword with Bane Of Arthropods I+ (⭐⭐)
 + 1 Diamond
 + 1 Iron Hoe

Level up 10 times (⭐⭐)
 + 24 Flint

Chop 64 Logs (⭐)
 + 8 Cooked Mutton
 + 1 Iron Sword

Kill 10 Sheep (⭐)
 + 8 Copper Ingot
 + 1 Iron Shovel

Mine 144 Iron Ore (⭐⭐)
 + 1 Enchanted Book: Power III

Mine 128 Coal Ore (⭐⭐)
 + 1 Sea Lantern

Harvest 48 Potatoes (⭐)
 + 4 Gold Ingot
 + 1 Iron Shovel

Enchant a Diamond Pickaxe with Silk Touch (⭐⭐⭐)
 + 1 Enchanted Book: Silk Touch
 + 1 Iron Sword: Unbreaking II

Chop 224 Logs (⭐⭐)
 + 1 Enchanted Book: Projectile Protection III

Kill 110 Zombies (⭐⭐⭐⭐)
 + 1 Enchanted Book: Bane Of Arthropods V
 + 1 Iron Leggings: Thorns III

Ride 1,2km on a Strider (⭐⭐⭐⭐⭐)
 + 19 Diamond
 + 24 Sponge

Mine 112 Nether Gold Ore (⭐⭐⭐⭐)
 + 24 Ender Pearl
 + 6 Potion: Speed

Harvest 64 Sugar Cane (⭐⭐)
 + 1 Diamond
 + 6 Chorus Fruit

Chop 32 Spruce Logs (⭐)
 + 2 Potion: Jump Boost II

Find a Desert Pyramid (⭐⭐⭐)
 + 48 Flint

Kill 24 Endermen (⭐⭐⭐⭐⭐)
 + 24 Blaze Rod

Level up 40 times (⭐⭐⭐)
 + 1 Netherite Ingot

Harvest 32 Potatoes (⭐)
 + 1 Emerald

Mine 96 Nether Quartz Ore (⭐⭐⭐⭐)
 + 8 Diamond

Trade with a Villager 6 times (⭐⭐)
 + 6 Potion: Strength II

Harvest 112 Sugar Cane (⭐⭐)
 + 48 Cooked Porkchop

Harvest 112 Carrots (⭐⭐)
 + 1 Chainmail Chestplate: Thorns II

Chop 192 Logs (⭐⭐)
 + 12 Gold Ingot

Mine 12 Ancient Debris (⭐⭐⭐⭐⭐)
 + 3 Wither Skeleton Skull
 + 6 Splash Potion: Slow Falling

Chop 32 Spruce Logs (⭐)
 + 1 Iron Chestplate

Kill 50 Creepers (⭐⭐⭐)
 + 1 Diamond Pickaxe: Fortune I
 + 6 Honey Bottle

Find a Bastion Remnant (⭐⭐⭐⭐)
 + 192 Arrow

Mine 80 Gold Ore (⭐⭐)
 + 1 Iron Shovel: Silk Touch

Harvest 112 Sugar Cane (⭐⭐)
 + 28 Gold Ingot

Chop 160 Logs (⭐⭐)
 + 1 Iron Pickaxe: Efficiency IV

Mine 24 Gold Ore (⭐⭐)
 + 1 Chainmail Helmet: Thorns I

Chop 192 Logs (⭐⭐)
 + 3 Saddle

Kill 40 Pigs (⭐⭐)
 + 1 Diamond Sword

Enchant a Diamond Pickaxe with Silk Touch (⭐⭐⭐)
 + 1 Iron Sword: Mending

Mine 80 Nether Quartz Ore (⭐⭐⭐)
 + 15 Emerald

Enchant a Diamond Boots with Protection III+ (⭐⭐⭐)
 + 6 Diamond

Harvest 40 Brown Mushrooms (⭐⭐)
 + 1 Iron Pickaxe: Efficiency II
 + 1 Iron Boots

Chop 64 Spruce Logs (⭐⭐)
 + 1 Iron Chestplate
 + 3 Potion: Night Vision
 + 1 Iron Sword

Mine 64 Nether Quartz Ore (⭐⭐⭐)
 + 1 Diamond Pickaxe: Silk Touch

Harvest 32 Sugar Cane (⭐)
 + 12 Cooked Beef
 + 1 Iron Helmet

Mine 32 Diamond Ore (⭐⭐⭐⭐)
 + 34 Emerald

Kill 40 Zombies (⭐⭐)
 + 1 Iron Sword: Sharpness IV

Kill 30 Chickens (⭐⭐)
 + 64 Coal

Kill 50 Sheep (⭐⭐)
 + 5 Splash Potion: Regeneration +

Catch 4 fish (⭐)
 + 4 Golden Carrot

Chop 32 Spruce Logs (⭐)
 + 4 Book

Kill 50 Pigs (⭐⭐)
 + 28 Gold Ingot

Reach level 40 (⭐⭐⭐⭐)
 + 1 Diamond Helmet: Unbreaking III

Chop 64 Oak Logs (⭐⭐)
 + 1 Chainmail Leggings: Protection I

Mine 28 Diamond Ore (⭐⭐⭐⭐)
 + 1 Trident
 + 24 Book
 + 1 Enchanted Book: Flame

Trade with a Librarian 10 times (⭐⭐⭐⭐)
 + 1 Netherite Ingot

Find a Village (⭐⭐⭐)
 + 48 Cooked Chicken
 + 32 Arrow

Mine 64 Gold Ore (⭐⭐)
 + 8 Slime Ball

Harvest 112 Wheat (⭐)
 + 4 Potion: Instant Health II

Harvest 16 Cacti (⭐)
 + 8 Iron Ingot
 + 1 Iron Pickaxe

Mine 128 Coal Ore (⭐⭐)
 + 1 Enchanted Book: Bane Of Arthropods II
 + 1 Iron Pickaxe

Enchant a Diamond Sword with Fire Aspect I+ (⭐⭐)
 + 5 Emerald

Kill 50 Cows (⭐⭐)
 + 3 Amethyst Shard

Drive 1,7km in a Minecart (⭐⭐⭐⭐)
 + 96 Iron Ingot
 + 1 Diamond Sword: Unbreaking II

Trade with a Villager 2 times (⭐)
 + 8 Gold Ingot

Harvest 80 Sweet Berries (⭐⭐)
 + 8 Book

Chop 96 Oak Logs (⭐⭐)
 + 28 Copper Ingot

Chop 96 Logs (⭐)
 + 12 Copper Ingot

Chop 32 Acacia Logs (⭐)
 + 2 Glow Ink Sac

Mine 96 Coal Ore (⭐)
 + 1 Amethyst Shard

Harvest 16 Beetroots (⭐)
 + 1 Chainmail Leggings

Enchant a Diamond Pickaxe with Efficiency IV+ (⭐⭐⭐)
 + 96 Coal
 + 1 Diamond Shovel

Kill 8 Pillagers (⭐⭐⭐⭐)
 + 1 Netherite Sword: Sweeping III

Kill 8 Squids (⭐)
 + 1 Emerald
 + 4 Gold Ingot

Kill 22 Endermen (⭐⭐⭐⭐⭐)
 + 1 Netherite Sword: Sharpness III
 + 6 Splash Potion: Speed +

Harvest 40 Melon Slices (⭐⭐)
 + 4 Slime Ball

Kill 50 Chickens (⭐⭐)
 + 32 Arrow

Fish 1 Pufferfish (⭐)
 + 1 Crossbow
 + 1 Iron Pickaxe

Harvest 16 Red Mushrooms (⭐⭐)
 + 1 Chainmail Boots: Feather Falling I

Kill 60 Creepers (⭐⭐⭐)
 + 1 Enchanted Book: Power V

Kill 50 Chickens (⭐⭐)
 + 1 Iron Pickaxe: Efficiency II

Ride 11km on a Horse (⭐⭐⭐⭐⭐)
 + 6 Ancient Debris
 + 96 Copper Ingot
 + 6 Splash Potion: Fire Resistance +

Mine 160 Coal Ore (⭐⭐)
 + 40 Cooked Mutton

Level up 10 times (⭐⭐)
 + 3 Emerald

Find a Ruined Portal (⭐⭐⭐)
